name,date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest
Rik Waren,11/07/2019,"{'C#': 1, 'Ruby': 3, 'SPSS': 9, 'PHP': 1}","['Charisma', 'Critical Thinking']","['Chaotic', 'Sensitive']",Yes,Yes,Yes,Pass,Data
Zelda Prestage,10/07/2019,"{'C#': 1, 'PHP': 3}","['Courteous', 'Organisation', 'Listening']","['Perfectionist', 'Overbearing']",Yes,Yes,Yes,Fail,Business
Dannel Longmaid,18/07/2019,"{'Ruby': 1, 'SPSS': 8, 'C++': 4, 'JavaScript': 3}","['Efficient', 'Consistent']","['Competitive', 'Impulsive']",Yes,Yes,Yes,Pass,Engineering
Ira Grima,25/07/2019,"{'Python': 2, 'C#': 2, 'R': 5, 'PHP': 1, 'JavaScript': 2}","['Courteous', 'Passionate', 'Empathy']","['Immature', 'Chaotic']",No,Yes,Yes,Fail,Engineering
Vivyan Robuchon,11/07/2019,"{'Ruby': 4, 'JavaScript': 1}","['Composure', 'Listening']","['Selfish', 'Chaotic']",Yes,No,Yes,Fail,Engineering
Gardner Estick,31/07/2019,"{'SPSS': 3, 'PHP': 1}","['Composure', 'Organisation', 'Consistent']",['Introverted'],Yes,Yes,Yes,Pass,Engineering
Darin Healing,04/07/2019,"{'Python': 2, 'C#': 3, 'Ruby': 3, 'R': 6, 'PHP': 2}",['Composure'],['Chatty'],Yes,Yes,Yes,Pass,Engineering
Teena Priel,18/07/2019,"{'C#': 2, 'Java': 4, 'Ruby': 2, 'PHP': 2}","['Determined', 'Curious']","['Sensitive', 'Passive', 'Impulsive']",Yes,No,No,Fail,Business
Katinka Tyt,18/07/2019,"{'Java': 1, 'PHP': 3}","['Innovative', 'Competitive']","['Slow', 'Chatty']",Yes,Yes,Yes,Pass,Data
Maxy Bensen,18/07/2019,"{'Python': 4, 'C#': 3, 'Java': 1, 'R': 5, 'PHP': 4, 'C++': 4}","['Reliable', 'Rational', 'Independent']",['Indifferent'],Yes,Yes,Yes,Pass,Engineering
Donnie Sandwick,04/07/2019,"{'R': 2, 'SPSS': 3, 'C++': 3}",['Determined'],['Sensitive'],Yes,Yes,No,Fail,Data
Natasha Christol,31/07/2019,"{'C#': 3, 'Java': 1, 'PHP': 2, 'JavaScript': 2}","['Creative', 'Collaboration']","['Selfish', 'Impatient', 'Chatty']",No,Yes,Yes,Fail,Data
Scarlett Roarty,23/07/2019,"{'R': 2, 'PHP': 1}",['Curious'],"['Indecisive', 'Anxious', 'Sensitive']",Yes,Yes,Yes,Pass,Data
Hurlee Hesey,25/07/2019,"{'Python': 2, 'R': 2}","['Reliable', 'Versatile', 'Innovative']","['Passive', 'Conventional']",Yes,Yes,No,Fail,Engineering
Yehudit Killingbeck,30/07/2019,"{'R': 1, 'PHP': 2, 'C++': 5}","['Ambitious', 'Determined']",['Sensitive'],Yes,Yes,No,Fail,Engineering
Riannon Baraclough,31/07/2019,"{'Python': 3, 'Java': 3, 'Ruby': 3, 'R': 1}","['Reliable', 'Empathy', 'Curious']",['Controlling'],Yes,Yes,Yes,Pass,Business
Shay Obee,11/07/2019,"{'Java': 1, 'SPSS': 1, 'PHP': 4}","['Determined', 'Empathy', 'Organisation']",['Procrastination'],Yes,Yes,Yes,Pass,Business
Collete Causbey,03/07/2019,"{'Python': 4, 'C#': 1, 'Java': 2, 'PHP': 1, 'C++': 4}","['Composure', 'Independent']","['Passive', 'Slow']",Yes,Yes,Yes,Pass,Business
Tallia Rushford,31/07/2019,"{'C#': 2, 'C++': 5, 'JavaScript': 6}",['Versatile'],['Chaotic'],Yes,Yes,No,Fail,Data
Angelica Neissen,31/07/2019,"{'Python': 8, 'C#': 1, 'Java': 5, 'Ruby': 1}","['Collaboration', 'Charisma']",['Distracted'],Yes,Yes,Yes,Fail,Business
Merwyn Gossop,18/07/2019,{'JavaScript': 3},"['Consistent', 'Competitive', 'Charisma']",['Competitive'],Yes,Yes,Yes,Pass,Business
Luca Gokes,09/07/2019,"{'Python': 2, 'Java': 5}","['Passionate', 'Altruism']",['Procrastination'],No,Yes,Yes,Fail,Data
Judon Henze,10/07/2019,"{'Python': 6, 'R': 2, 'SPSS': 3, 'PHP': 3}","['Listening', 'Competitive', 'Charisma']",['Controlling'],Yes,Yes,Yes,Pass,Engineering
Mirilla Bottinelli,16/07/2019,"{'C#': 1, 'Ruby': 4, 'SPSS': 3, 'C++': 2}",['Altruism'],['Chatty'],Yes,Yes,Yes,Pass,Data
Mirilla Bottinelli,16/07/2019,"{'C#': 1, 'Ruby': 4, 'SPSS': 3, 'C++': 2}",['Altruism'],['Chatty'],Yes,Yes,Yes,Pass,Data
Cordie Duckering,25/07/2019,"{'Python': 2, 'R': 2, 'SPSS': 1, 'PHP': 6}","['Problem Solving', 'Reliable', 'Consistent']","['Passive', 'Introverted', 'Anxious']",Yes,Yes,Yes,Pass,Business
Dorian Hamshar,09/07/2019,"{'Python': 2, 'C++': 4}","['Curious', 'Organisation', 'Versatile']",['Undisciplined'],Yes,Yes,Yes,Pass,Business
Anet Satterley,30/07/2019,{'R': 1},"['Efficient', 'Charisma']","['Intolerant', 'Chatty', 'Chaotic']",Yes,Yes,Yes,Pass,Business
Stanislaus Sendley,30/07/2019,"{'C#': 5, 'PHP': 1, 'JavaScript': 2}","['Innovative', 'Composure']","['Impatient', 'Impulsive']",Yes,Yes,Yes,Pass,Engineering
Patrizia Wyre,17/07/2019,"{'Java': 6, 'R': 2, 'C++': 3}",['Reliable'],['Stubborn'],Yes,Yes,Yes,Pass,Business
Rodolfo Garret,16/07/2019,"{'Python': 7, 'Ruby': 3, 'R': 4, 'SPSS': 4, 'PHP': 5, 'C++': 3}","['Curious', 'Passionate']","['Controlling', 'Impatient']",Yes,Yes,Yes,Pass,Data
Waverley Deacock,02/07/2019,"{'Python': 1, 'C#': 1, 'R': 1, 'PHP': 2, 'JavaScript': 3}","['Empathy', 'Organisation']","['Impulsive', 'Stubborn', 'Distracted']",Yes,Yes,Yes,Pass,Engineering
Langston Adamski,31/07/2019,"{'Python': 6, 'R': 1, 'SPSS': 5, 'PHP': 3}",['Listening'],"['Intolerant', 'Overbearing']",Yes,Yes,Yes,Pass,Engineering
Annabela Brackenridge,23/07/2019,"{'Java': 4, 'C++': 5}","['Altruism', 'Passionate', 'Rational']","['Slow', 'Impatient']",Yes,Yes,Yes,Pass,Engineering
Amerigo Heys,31/07/2019,"{'Python': 2, 'Ruby': 4, 'PHP': 1, 'JavaScript': 3}","['Competitive', 'Collaboration']","['Distracted', 'Competitive']",Yes,Yes,Yes,Pass,Engineering
Sorcha Argue,02/07/2019,"{'Java': 3, 'PHP': 3, 'JavaScript': 2}","['Passionate', 'Empathy']","['Anxious', 'Indifferent']",Yes,Yes,Yes,Pass,Data
Miguelita Smedley,10/07/2019,"{'Java': 3, 'Ruby': 3}","['Listening', 'Altruism', 'Problem Solving']","['Indifferent', 'Undisciplined']",Yes,Yes,Yes,Pass,Data
Weylin Comolli,10/07/2019,"{'Python': 1, 'Java': 3}","['Creative', 'Perfectionism', 'Passionate']",['Overbearing'],Yes,Yes,Yes,Pass,Business
Raimondo Mellodey,24/07/2019,"{'Python': 4, 'R': 3, 'PHP': 1}","['Organisation', 'Passionate', 'Consistent']",['Passive'],Yes,Yes,Yes,Pass,Business
Courtnay Duiged,17/07/2019,"{'Ruby': 4, 'SPSS': 5, 'C++': 1}","['Competitive', 'Collaboration', 'Courteous']",['Immature'],Yes,Yes,No,Fail,Business
Sarena Weatherill,17/07/2019,"{'R': 4, 'PHP': 1, 'C++': 3}","['Altruism', 'Efficient', 'Rational']","['Competitive', 'Distracted', 'Impatient']",Yes,Yes,No,Fail,Business
Celina Polley,18/07/2019,"{'Python': 3, 'Java': 2, 'Ruby': 4, 'SPSS': 1}","['Empathy', 'Listening', 'Competitive']","['Sensitive', 'Intolerant', 'Overbearing']",Yes,Yes,Yes,Pass,Data
Daloris Cotesford,10/07/2019,"{'Ruby': 1, 'R': 2, 'JavaScript': 2}",['Versatile'],['Intolerant'],Yes,Yes,Yes,Pass,Business
Natalie Norwich,31/07/2019,"{'C#': 7, 'Java': 1, 'Ruby': 6}","['Problem Solving', 'Critical Thinking']","['Intolerant', 'Chatty', 'Indecisive']",Yes,Yes,Yes,Pass,Data
Kerstin Couper,23/07/2019,"{'Ruby': 4, 'R': 1, 'PHP': 2, 'C++': 4, 'JavaScript': 1}",['Courteous'],['Overbearing'],Yes,Yes,Yes,Pass,Data
Keen Tripony,03/07/2019,,['Efficient'],"['Chaotic', 'Anxious']",Yes,Yes,Yes,Pass,Business
Ody Paroni,18/07/2019,{'R': 4},"['Composure', 'Reliable', 'Creative']","['Conventional', 'Chatty']",Yes,Yes,Yes,Pass,Data
Rodolfo Drillot,03/07/2019,"{'Python': 3, 'Java': 1, 'Ruby': 5, 'PHP': 1}",['Listening'],"['Passive', 'Chatty', 'Indecisive']",Yes,Yes,Yes,Pass,Business
Derward Wyllt,03/07/2019,"{'Python': 5, 'Java': 6, 'R': 1, 'PHP': 1}","['Collaboration', 'Independent', 'Ambitious']","['Procrastination', 'Perfectionist']",Yes,No,No,Fail,Business
Amil Lidden,09/07/2019,,['Charisma'],['Competitive'],No,Yes,Yes,Fail,Data
Salim Sarra,10/07/2019,"{'R': 8, 'JavaScript': 5}","['Courteous', 'Rational', 'Problem Solving']","['Slow', 'Competitive', 'Indecisive']",Yes,Yes,Yes,Pass,Data
Horatius Branch,11/07/2019,"{'C#': 6, 'Java': 2, 'Ruby': 3, 'PHP': 3, 'C++': 3}","['Composure', 'Courteous', 'Passionate']",['Intolerant'],Yes,Yes,Yes,Pass,Data
Frankie Boseley,02/07/2019,"{'Ruby': 2, 'R': 3}","['Problem Solving', 'Patient']",['Impatient'],Yes,Yes,Yes,Pass,Engineering
Bayard Stuckow,09/07/2019,{'Python': 4},['Curious'],"['Critical', 'Conventional']",Yes,Yes,Yes,Pass,Data
Babita Tabourin,18/07/2019,"{'C#': 3, 'Ruby': 3, 'R': 3, 'SPSS': 2, 'PHP': 3}","['Innovative', 'Listening', 'Perfectionism']","['Critical', 'Slow', 'Indifferent']",No,Yes,Yes,Fail,Engineering
Job Restall,10/07/2019,"{'Python': 3, 'Java': 1}","['Rational', 'Perfectionism', 'Curious']","['Competitive', 'Distracted', 'Selfish']",Yes,Yes,Yes,Pass,Data
Evin De Roeck,17/07/2019,{'R': 1},"['Perfectionism', 'Patient', 'Creative']","['Anxious', 'Slow', 'Introverted']",Yes,Yes,Yes,Pass,Engineering
Leopold Boichat,25/07/2019,{'C++': 4},['Critical Thinking'],"['Impatient', 'Slow', 'Selfish']",Yes,Yes,Yes,Pass,Engineering
Nevil Penhaligon,24/07/2019,"{'R': 1, 'C++': 1}","['Creative', 'Problem Solving']","['Sensitive', 'Perfectionist', 'Overbearing']",Yes,Yes,Yes,Pass,Engineering
Thorin Eskriet,10/07/2019,"{'R': 7, 'PHP': 1, 'C++': 3}","['Innovative', 'Patient']",['Impatient'],Yes,Yes,Yes,Fail,Business
Kathy Capstack,18/07/2019,{'Java': 2},"['Organisation', 'Competitive', 'Reliable']","['Indifferent', 'Competitive']",Yes,Yes,Yes,Pass,Engineering
Floris Rizzetti,11/07/2019,"{'R': 3, 'C++': 1}","['Altruism', 'Problem Solving', 'Versatile']","['Conventional', 'Indecisive', 'Stubborn']",Yes,Yes,Yes,Pass,Engineering
Ollie Pinniger,09/07/2019,"{'C#': 1, 'Java': 3, 'Ruby': 6, 'PHP': 1, 'JavaScript': 6}",['Perfectionism'],"['Controlling', 'Stubborn']",Yes,Yes,Yes,Pass,Business
Rancell Lill,18/07/2019,,"['Collaboration', 'Charisma', 'Critical Thinking']",['Competitive'],Yes,Yes,Yes,Pass,Engineering
Van Chesshyre,09/07/2019,"{'C#': 2, 'Ruby': 4, 'PHP': 5}",['Independent'],"['Indecisive', 'Sensitive', 'Anxious']",Yes,Yes,Yes,Pass,Business
Vivienne Blakelock,10/07/2019,{'SPSS': 3},"['Problem Solving', 'Patient']","['Slow', 'Chatty', 'Indecisive']",Yes,Yes,Yes,Pass,Business
Brad Coleyshaw,30/07/2019,{'JavaScript': 1},"['Listening', 'Versatile']",['Anxious'],Yes,Yes,Yes,Pass,Engineering
Adelaida Pirson,11/07/2019,"{'Python': 3, 'C++': 4, 'JavaScript': 6}","['Versatile', 'Reliable', 'Consistent']",['Undisciplined'],Yes,Yes,Yes,Pass,Data
Alli Ludewig,16/07/2019,"{'C#': 3, 'R': 2, 'SPSS': 7, 'C++': 2}",['Courteous'],"['Passive', 'Overbearing', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering
Elnore Schwandner,16/07/2019,"{'Ruby': 5, 'PHP': 2}","['Composure', 'Competitive']","['Indecisive', 'Distracted']",Yes,Yes,Yes,Pass,Business
Sandor Swatradge,18/07/2019,"{'R': 4, 'SPSS': 2, 'JavaScript': 3}","['Organisation', 'Problem Solving']","['Slow', 'Conventional']",Yes,Yes,Yes,Fail,Business
Benjamin Chastand,31/07/2019,"{'C++': 2, 'JavaScript': 5}","['Creative', 'Patient', 'Composure']","['Conventional', 'Indecisive', 'Undisciplined']",Yes,Yes,Yes,Pass,Engineering
Coleman Martynka,25/07/2019,"{'Python': 7, 'Java': 4, 'C++': 3, 'JavaScript': 2}","['Empathy', 'Collaboration']","['Impulsive', 'Immature', 'Selfish']",Yes,Yes,Yes,Pass,Data
Alistair Scanes,23/07/2019,"{'Python': 4, 'C#': 2, 'Java': 4, 'R': 2, 'PHP': 1}",['Problem Solving'],['Controlling'],Yes,Yes,Yes,Pass,Engineering
Gradeigh Hamblin,16/07/2019,"{'Python': 7, 'C#': 2, 'Ruby': 1, 'C++': 2, 'JavaScript': 5}","['Innovative', 'Altruism', 'Determined']","['Distracted', 'Selfish']",Yes,Yes,No,Fail,Engineering
Clementine Greedier,24/07/2019,"{'Python': 3, 'Ruby': 5, 'C++': 2, 'JavaScript': 3}","['Collaboration', 'Efficient']",['Selfish'],Yes,Yes,Yes,Pass,Engineering
Dyna Sange,04/07/2019,"{'C#': 1, 'Ruby': 6, 'R': 4, 'PHP': 3}",['Reliable'],"['Slow', 'Chatty', 'Introverted']",Yes,Yes,No,Fail,Engineering
Aggie Remmers,30/07/2019,"{'C#': 1, 'SPSS': 5, 'C++': 3, 'JavaScript': 4}","['Composure', 'Reliable', 'Consistent']",['Overbearing'],Yes,Yes,Yes,Pass,Business
Randie Klimashevich,10/07/2019,"{'Java': 1, 'PHP': 2}","['Consistent', 'Composure']",['Undisciplined'],Yes,Yes,Yes,Pass,Data
Laird Grece,17/07/2019,"{'Python': 6, 'Java': 2, 'PHP': 1}","['Composure', 'Innovative']","['Conventional', 'Procrastination']",No,Yes,Yes,Fail,Engineering
Abelard Cardenas,09/07/2019,"{'Java': 4, 'PHP': 1, 'JavaScript': 2}","['Courteous', 'Composure']","['Procrastination', 'Indecisive']",Yes,Yes,Yes,Fail,Business
Maje Vallis,10/07/2019,"{'Java': 1, 'JavaScript': 1}",['Competitive'],['Impatient'],Yes,Yes,Yes,Pass,Engineering
Thoma Bolesworth,04/07/2019,"{'Java': 3, 'JavaScript': 3}","['Courteous', 'Problem Solving', 'Rational']",['Competitive'],Yes,Yes,Yes,Pass,Data
Kris Whaley,30/07/2019,"{'Python': 3, 'C++': 6}","['Altruism', 'Consistent']","['Slow', 'Indecisive']",No,Yes,Yes,Fail,Business
Elsworth Bendtsen,31/07/2019,"{'C#': 2, 'Ruby': 6, 'JavaScript': 5}","['Determined', 'Charisma', 'Composure']","['Procrastination', 'Controlling']",Yes,Yes,Yes,Pass,Engineering
Honor Huntall,02/07/2019,"{'Python': 2, 'Ruby': 2}","['Composure', 'Patient']",['Conventional'],Yes,Yes,Yes,Pass,Engineering
Paulina Tear,17/07/2019,{'PHP': 3},"['Courteous', 'Rational', 'Creative']","['Intolerant', 'Anxious']",No,Yes,Yes,Fail,Business
Kirsten Spelman,30/07/2019,"{'Python': 1, 'C++': 3}",['Composure'],"['Stubborn', 'Procrastination', 'Passive']",Yes,Yes,Yes,Pass,Data
Yankee Northing,02/07/2019,"{'C#': 5, 'Java': 2, 'R': 3, 'C++': 1}","['Critical Thinking', 'Versatile']",['Controlling'],Yes,Yes,Yes,Pass,Data
Noby Vacher,04/07/2019,"{'Ruby': 5, 'PHP': 1, 'JavaScript': 2}","['Composure', 'Collaboration', 'Versatile']",['Controlling'],Yes,Yes,No,Fail,Business
Bevon Detoile,03/07/2019,"{'R': 4, 'C++': 4}","['Ambitious', 'Charisma']",['Indecisive'],Yes,Yes,Yes,Pass,Business
Weylin Swatradge,03/07/2019,"{'Java': 2, 'Ruby': 4, 'R': 1}",['Patient'],['Impatient'],No,Yes,No,Fail,Business
Berti Nayer,02/07/2019,"{'Python': 1, 'C#': 1, 'Java': 3, 'R': 5, 'PHP': 2}","['Creative', 'Consistent']",['Indifferent'],Yes,Yes,Yes,Pass,Data
Adaline Durtnell,30/07/2019,"{'Python': 4, 'C#': 4, 'Java': 2, 'Ruby': 4, 'JavaScript': 1}","['Patient', 'Organisation', 'Efficient']",['Perfectionist'],Yes,No,No,Fail,Data
Oralia Chaikovski,25/07/2019,{'Python': 3},"['Versatile', 'Courteous', 'Listening']","['Indifferent', 'Distracted', 'Chaotic']",No,Yes,Yes,Fail,Engineering
Ester Mcterrelly,11/07/2019,"{'Python': 3, 'Java': 2, 'Ruby': 4, 'R': 4, 'SPSS': 3, 'PHP': 2, 'JavaScript': 3}",['Organisation'],"['Anxious', 'Indecisive', 'Passive']",No,Yes,Yes,Fail,Data
Lee Bernocchi,03/07/2019,"{'Python': 4, 'C#': 2, 'SPSS': 2, 'C++': 2}","['Rational', 'Composure']","['Intolerant', 'Controlling']",Yes,No,Yes,Fail,Engineering
Clarke Cradoc,25/07/2019,"{'Python': 3, 'Java': 1, 'Ruby': 3, 'PHP': 1}","['Critical Thinking', 'Organisation', 'Perfectionism']","['Perfectionist', 'Indifferent', 'Anxious']",Yes,Yes,Yes,Pass,Engineering
Dun Kurth,09/07/2019,{'Java': 1},"['Listening', 'Courteous']","['Overbearing', 'Undisciplined']",Yes,Yes,No,Fail,Data
Drusy Benny,02/07/2019,"{'Java': 4, 'Ruby': 3, 'C++': 4}",['Competitive'],"['Impulsive', 'Undisciplined']",Yes,Yes,Yes,Pass,Data
Maxie Thairs,03/07/2019,"{'Ruby': 4, 'R': 2, 'PHP': 1, 'C++': 3, 'JavaScript': 3}",['Problem Solving'],['Critical'],No,Yes,No,Fail,Business
Lurline Stirtle,11/07/2019,"{'R': 5, 'C++': 1}",['Ambitious'],"['Conventional', 'Intolerant', 'Chatty']",Yes,Yes,Yes,Pass,Business
Marna Matskevich,30/07/2019,"{'Java': 2, 'SPSS': 3, 'C++': 4}",['Rational'],['Slow'],Yes,Yes,Yes,Pass,Business
Ara Loggie,02/07/2019,"{'Java': 1, 'R': 4}","['Ambitious', 'Collaboration']",['Undisciplined'],Yes,Yes,Yes,Pass,Data
Brewer Calderbank,16/07/2019,"{'Java': 3, 'PHP': 1, 'JavaScript': 2}","['Reliable', 'Rational', 'Charisma']","['Immature', 'Undisciplined', 'Perfectionist']",Yes,Yes,Yes,Pass,Engineering
Eberhard Cattemull,30/07/2019,"{'Python': 1, 'C#': 1, 'Java': 4, 'C++': 4}","['Altruism', 'Composure']",['Selfish'],Yes,Yes,Yes,Pass,Data
Tuesday Tasseler,09/07/2019,"{'Python': 3, 'R': 1}","['Charisma', 'Critical Thinking', 'Problem Solving']",['Overbearing'],Yes,Yes,Yes,Pass,Data
Brodie Chipperfield,24/07/2019,"{'Python': 2, 'Ruby': 2, 'SPSS': 4, 'PHP': 1, 'C++': 4}","['Efficient', 'Competitive']","['Slow', 'Distracted']",Yes,Yes,Yes,Pass,Engineering
Hill Tiplady,03/07/2019,{'C#': 3},['Patient'],['Procrastination'],No,Yes,Yes,Fail,Data
Briggs Logsdail,18/07/2019,{'Java': 4},['Consistent'],['Impatient'],Yes,No,Yes,Fail,Data
Adela Paley,23/07/2019,"{'Python': 2, 'Java': 4, 'Ruby': 3, 'SPSS': 2}","['Ambitious', 'Efficient', 'Versatile']",['Anxious'],Yes,Yes,Yes,Pass,Data
Meyer Dobbison,30/07/2019,"{'Python': 1, 'C#': 2, 'Java': 5, 'Ruby': 3}","['Rational', 'Listening']","['Chaotic', 'Competitive']",Yes,Yes,No,Fail,Engineering
Sherlocke Baselio,02/07/2019,"{'Ruby': 3, 'C++': 6, 'JavaScript': 2}","['Creative', 'Innovative', 'Collaboration']","['Controlling', 'Undisciplined']",Yes,Yes,Yes,Pass,Business
Amalea Ughi,02/07/2019,"{'Ruby': 2, 'SPSS': 5, 'PHP': 1}","['Innovative', 'Altruism', 'Consistent']","['Introverted', 'Passive']",Yes,Yes,Yes,Pass,Business
Julia Taile,02/07/2019,"{'Ruby': 4, 'PHP': 1}",['Consistent'],"['Procrastination', 'Conventional']",Yes,No,Yes,Fail,Business
Eden Chattock,09/07/2019,"{'Python': 1, 'C++': 3}","['Listening', 'Composure']","['Impulsive', 'Undisciplined']",Yes,Yes,Yes,Pass,Engineering
Rois Covey,25/07/2019,"{'C#': 6, 'Java': 2, 'Ruby': 3, 'R': 2, 'PHP': 1, 'C++': 4}","['Composure', 'Determined']","['Controlling', 'Competitive', 'Conventional']",Yes,Yes,Yes,Fail,Business
Avictor Moorey,17/07/2019,"{'C#': 3, 'Java': 2, 'PHP': 2, 'C++': 4}","['Empathy', 'Versatile', 'Organisation']",['Slow'],Yes,No,Yes,Fail,Business
Regina Calver,31/07/2019,"{'C#': 2, 'Ruby': 3, 'R': 2, 'C++': 3}","['Organisation', 'Curious']",['Sensitive'],Yes,Yes,Yes,Pass,Data
Lonnard O'Neill,18/07/2019,"{'Java': 4, 'PHP': 2, 'C++': 1, 'JavaScript': 2}","['Charisma', 'Determined']","['Procrastination', 'Competitive']",Yes,Yes,Yes,Pass,Data
Ardis Staniland,02/07/2019,"{'C#': 3, 'Ruby': 7, 'R': 3}",['Altruism'],['Chaotic'],Yes,Yes,No,Fail,Data
Bill Pendlebury,18/07/2019,"{'Python': 5, 'C#': 6, 'R': 2, 'PHP': 3}",['Creative'],"['Chatty', 'Distracted', 'Impulsive']",Yes,Yes,No,Fail,Business
Allyce Attwill,25/07/2019,"{'Java': 1, 'Ruby': 2, 'R': 3, 'PHP': 1}","['Rational', 'Competitive']","['Conventional', 'Slow', 'Anxious']",Yes,Yes,Yes,Pass,Engineering
Belle Catherall,11/07/2019,"{'Python': 1, 'C#': 2, 'Java': 4, 'Ruby': 5, 'R': 4, 'C++': 7}","['Efficient', 'Patient']","['Chatty', 'Competitive']",Yes,Yes,Yes,Pass,Data
Layne Mcaline,25/07/2019,"{'Python': 2, 'C#': 4, 'Java': 1, 'Ruby': 1, 'R': 5, 'SPSS': 1, 'JavaScript': 2}",['Rational'],"['Introverted', 'Perfectionist', 'Critical']",Yes,Yes,No,Fail,Business
Ulrikaumeko Bowsher,16/07/2019,"{'C#': 3, 'R': 2, 'JavaScript': 7}","['Curious', 'Problem Solving']","['Chatty', 'Impatient', 'Controlling']",Yes,Yes,Yes,Pass,Data
Lory Bruckman,11/07/2019,"{'C#': 3, 'Java': 2, 'SPSS': 4}","['Problem Solving', 'Creative', 'Versatile']","['Slow', 'Anxious']",Yes,Yes,Yes,Pass,Data
Rufe Devon,11/07/2019,"{'C#': 3, 'PHP': 2, 'C++': 4}",['Consistent'],"['Controlling', 'Impatient', 'Critical']",Yes,Yes,Yes,Pass,Data
Abbott Dodgshon,18/07/2019,"{'Java': 2, 'C++': 5}","['Innovative', 'Creative']","['Indifferent', 'Procrastination']",Yes,Yes,Yes,Pass,Engineering
Antonie Coram,25/07/2019,"{'Python': 2, 'Java': 2, 'C++': 1, 'JavaScript': 3}","['Efficient', 'Reliable', 'Perfectionism']","['Chatty', 'Impatient']",Yes,Yes,Yes,Pass,Data
Cinnamon Gilkison,09/07/2019,"{'Python': 2, 'PHP': 3, 'C++': 1, 'JavaScript': 2}",['Rational'],['Overbearing'],Yes,Yes,Yes,Fail,Business
Dewitt Milborn,24/07/2019,{'SPSS': 1},['Independent'],"['Distracted', 'Perfectionist', 'Indecisive']",Yes,Yes,Yes,Pass,Data
Claude Duran,02/07/2019,"{'Python': 1, 'C#': 5, 'SPSS': 1}",['Curious'],"['Immature', 'Impulsive']",Yes,No,Yes,Fail,Data
Nadya Pineaux,23/07/2019,"{'C#': 3, 'Ruby': 3, 'R': 1, 'SPSS': 3}","['Ambitious', 'Altruism', 'Reliable']",['Indecisive'],Yes,Yes,Yes,Pass,Data
Nani Measom,25/07/2019,"{'Ruby': 1, 'R': 1, 'SPSS': 1}","['Composure', 'Efficient']","['Passive', 'Conventional', 'Indecisive']",Yes,Yes,No,Fail,Data
Ches Wahlberg,23/07/2019,"{'Ruby': 4, 'SPSS': 6, 'PHP': 2, 'C++': 1}",['Courteous'],"['Overbearing', 'Critical', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering
Zacherie Beswell,11/07/2019,"{'Ruby': 2, 'JavaScript': 1}","['Patient', 'Altruism', 'Creative']",['Sensitive'],Yes,Yes,Yes,Pass,Business
Karla Windridge,31/07/2019,"{'C#': 2, 'C++': 2}",['Composure'],['Undisciplined'],Yes,No,Yes,Fail,Business
Lannie Minister,31/07/2019,,"['Consistent', 'Independent', 'Curious']","['Indecisive', 'Anxious']",Yes,Yes,Yes,Pass,Data
Andree Romeo,02/07/2019,{'Python': 1},['Collaboration'],"['Impatient', 'Anxious', 'Undisciplined']",Yes,Yes,Yes,Pass,Business
Roch De Courcy,09/07/2019,"{'C#': 3, 'R': 2}","['Collaboration', 'Determined']",['Impulsive'],Yes,Yes,Yes,Pass,Data
Maggie Dolden,11/07/2019,"{'Java': 1, 'Ruby': 3}","['Reliable', 'Consistent']","['Overbearing', 'Chatty', 'Anxious']",Yes,Yes,Yes,Pass,Data
Gage Feveryear,11/07/2019,"{'SPSS': 4, 'PHP': 1, 'JavaScript': 2}",['Altruism'],"['Indecisive', 'Selfish', 'Chaotic']",Yes,Yes,Yes,Pass,Business
Virginia Burdge,11/07/2019,{'R': 5},"['Passionate', 'Ambitious', 'Reliable']","['Chaotic', 'Conventional']",No,Yes,Yes,Fail,Engineering
Melodee Crippen,04/07/2019,"{'Python': 3, 'Ruby': 2, 'R': 4, 'C++': 6}",['Versatile'],['Procrastination'],Yes,Yes,Yes,Pass,Business
Raven Derx,24/07/2019,"{'Ruby': 4, 'SPSS': 5}","['Independent', 'Collaboration']","['Procrastination', 'Chatty']",Yes,No,Yes,Fail,Business
Joseito Duiged,17//07/2019,,"['Composure', 'Patient', 'Charisma']",['Sensitive'],Yes,Yes,Yes,Pass,Business
Merline Rickell,23/07/2019,"{'SPSS': 5, 'C++': 2}","['Problem Solving', 'Ambitious', 'Patient']","['Selfish', 'Conventional', 'Sensitive']",Yes,Yes,Yes,Pass,Engineering
Vina Flott,16/07/2019,"{'Java': 3, 'JavaScript': 1}","['Ambitious', 'Consistent']","['Chaotic', 'Impatient', 'Indecisive']",Yes,Yes,No,Fail,Data
Hastie Hantusch,17/07/2019,{'Ruby': 3},"['Reliable', 'Patient']","['Slow', 'Procrastination', 'Stubborn']",No,Yes,Yes,Fail,Engineering
Ines Plaschke,24/07/2019,"{'C#': 5, 'JavaScript': 2}","['Innovative', 'Curious', 'Problem Solving']","['Chaotic', 'Impatient']",Yes,Yes,No,Fail,Data
Burnaby Mackay,17/07/2019,"{'Python': 2, 'C#': 6, 'R': 1, 'SPSS': 7, 'PHP': 2}","['Rational', 'Reliable', 'Critical Thinking']","['Introverted', 'Chaotic']",Yes,Yes,Yes,Fail,Business
